issn,titulo,citacoes_jcr,citacoes_scimago,impacto_jcr,impacto_scimago
23490055,Contemporary Review of the Middle East,0,9,0.7,0.285
23477989,Contemporary Review of the Middle East,0,9,0.7,0.285
21967865,Current Geriatrics Reports,1,20,1.1,0.285
13443542,ELECTROCHEMISTRY,2,47,2.7,0.285
1548114X,International Journal of E-Business Research,1,27,0.9,0.285
15481131,International Journal of E-Business Research,1,27,0.9,0.285
22879544,Journal of Asia-Pacific Biodiversity,0,25,0.6,0.285
21567514,Journal of Clinical Imaging Science,1,24,1.1,0.285
21565597,Journal of Clinical Imaging Science,1,24,1.1,0.285
19727623,Partecipazione e Conflitto,1,19,0.9,0.285
20356609,Partecipazione e Conflitto,1,19,0.9,0.285
1557055X,Progress in Community Health Partnerships-Research Education and Action,1,33,0.8,0.285
15570541,Progress in Community Health Partnerships-Research Education and Action,1,33,0.8,0.285
18868134,SCIENTIA MARINA,1,76,0.8,0.285
02148358,SCIENTIA MARINA,1,76,0.8,0.285
20927592,Transactions on Electrical and Electronic Materials,1,29,1.6,0.285
12297607,Transactions on Electrical and Electronic Materials,1,29,1.6,0.285
13011111,Turkish Journal of Field Crops,1,26,1.0,0.285
21968896,Vietnam Journal of Computer Science,0,9,0.6,0.285
23257989,Archives and Records-The Journal of the Archives and Records Association,1,18,0.8,0.284
23257962,Archives and Records-The Journal of the Archives and Records Association,1,18,0.8,0.284
23452641,Archives of Clinical Infectious Diseases,0,22,0.5,0.284
13513958,Asian Economic Journal,1,33,1.0,0.284
14678381,Asian Economic Journal,1,33,1.0,0.284
1809127X,Check List,0,29,0.6,0.284
00094455,China Report,0,18,0.5,0.284
0973063X,China Report,0,18,0.5,0.284
14882353,Clinical and Investigative Medicine,1,52,1.2,0.284
0147958X,Clinical and Investigative Medicine,1,52,1.2,0.284
04492285,EGYPTIAN JOURNAL OF CHEMISTRY,1,29,1.1,0.284
23570245,EGYPTIAN JOURNAL OF CHEMISTRY,1,29,1.1,0.284
19308892,ENVIRONMENTAL HISTORY,0,44,0.6,0.284
10845453,ENVIRONMENTAL HISTORY,0,44,0.6,0.284
16114426,EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,1,36,0.7,0.284
16129199,European Poultry Science,0,19,0.8,0.284
19984774,INDIAN JOURNAL OF CANCER,1,44,0.9,0.284
0019509X,INDIAN JOURNAL OF CANCER,1,44,0.9,0.284
24151076,Jordanian Journal of Computers and Information Technology,0,10,0.9,0.284
24139351,Jordanian Journal of Computers and Information Technology,0,10,0.9,0.284
14601559,Journal of Computational Finance,0,16,0.8,0.284
17552850,Journal of Computational Finance,0,16,0.8,0.284
01658107,NEURO-OPHTHALMOLOGY,0,28,0.8,0.284
1744506X,NEURO-OPHTHALMOLOGY,0,28,0.8,0.284
15556239,PETROLEUM CHEMISTRY,1,32,1.3,0.284
09655441,PETROLEUM CHEMISTRY,1,32,1.3,0.284
22992847,Polish Journal of Surgery,0,21,0.6,0.284
0032373X,Polish Journal of Surgery,0,21,0.6,0.284
12250279,Seoul Journal of Economics,0,7,0.4,0.284
20786204,South African Family Practice,1,25,1.2,0.284
20786190,South African Family Practice,1,25,1.2,0.284
15802612,ACTA CARSOLOGICA,1,29,1.0,0.283
05836050,ACTA CARSOLOGICA,1,29,1.0,0.283
18538126,Arqueologia,0,10,0.6,0.283
03275159,Arqueologia,0,10,0.6,0.283
18756697,Current Computer-Aided Drug Design,1,32,1.5,0.283
15734099,Current Computer-Aided Drug Design,1,32,1.5,0.283
18627072,Forensische Psychiatrie Psychologie Kriminologie,1,16,1.2,0.283
18627080,Forensische Psychiatrie Psychologie Kriminologie,1,16,1.2,0.283
23264403,Health Behavior and Policy Review,0,7,0.5,0.283
04406605,HELMINTHOLOGIA,1,32,1.1,0.283
13369083,HELMINTHOLOGIA,1,32,1.1,0.283
19416210,International Journal of Digital Crime and Forensics,0,18,0.6,0.283
19416229,International Journal of Digital Crime and Forensics,0,18,0.6,0.283
2226809X,International Journal of Engineering and Technology Innovation,1,13,1.3,0.283
22235329,International Journal of Engineering and Technology Innovation,1,13,1.3,0.283
09273522,International Journal of Marine and Coastal Law,1,36,1.3,0.283
15718085,International Journal of Marine and Coastal Law,1,36,1.3,0.283
1445937X,JOURNAL OF PHARMACY PRACTICE AND RESEARCH,0,25,1.0,0.283
21564639,Journal of Radiosurgery and SBRT,0,10,0.7,0.283
21564647,Journal of Radiosurgery and SBRT,0,10,0.7,0.283
0948695X,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,0,58,0.7,0.283
09486968,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,0,58,0.7,0.283
0026704X,Mljekarstvo,1,24,1.1,0.283
19418744,Neurohospitalist,0,29,0.9,0.283
19418752,Neurohospitalist,0,29,0.9,0.283
23915439,Open Engineering,1,37,1.5,0.283
18808247,Plankton & Benthos Research,0,24,0.6,0.283
22237674,South African Journal of Childhood Education,1,9,0.8,0.283
22237682,South African Journal of Childhood Education,1,9,0.8,0.283
20088140,Veterinary Research Forum,1,13,0.8,0.283
16878639,Advances in Virology,1,31,1.1,0.282
16878647,Advances in Virology,1,31,1.1,0.282
11184841,African Journal of Reproductive Health,1,49,0.7,0.282
10786791,ALTERNATIVE THERAPIES IN HEALTH AND MEDICINE,1,76,1.9,0.282
19415923,American Journal of Case Reports,0,27,1.0,0.282
15356760,Applied Biosafety,0,12,0.5,0.282
24701246,Applied Biosafety,0,12,0.5,0.282
18864805,ACE-Architecture City and Environment,0,11,0.7,0.282
08164649,AUSTRALIAN FEMINIST STUDIES,1,35,1.3,0.282
14653303,AUSTRALIAN FEMINIST STUDIES,1,35,1.3,0.282
17520118,British Journal of Psychotherapy,0,22,0.5,0.282
02659883,British Journal of Psychotherapy,0,22,0.5,0.282
20147910,Brumal-Research Journal on the Fantastic,0,4,0.2,0.282
23001917,Bulletin of the Polish Academy of Sciences-Technical Sciences,1,49,1.2,0.282
02397528,Bulletin of the Polish Academy of Sciences-Technical Sciences,1,49,1.2,0.282
24131830,Bulletin of the Tomsk Polytechnic University-Geo Assets Engineering,0,16,0.6,0.282
25001019,Bulletin of the Tomsk Polytechnic University-Geo Assets Engineering,0,16,0.6,0.282
1165158X,CELLULAR AND MOLECULAR BIOLOGY,1,78,1.5,0.282
01455680,CELLULAR AND MOLECULAR BIOLOGY,1,78,1.5,0.282
0010096X,COLLEGE COMPOSITION AND COMMUNICATION,0,41,0.5,0.282
18761933,Constructions and Frames,0,16,0.8,0.282
18761941,Constructions and Frames,0,16,0.8,0.282
17556910,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,1,67,0.9,0.282
17556929,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,1,67,0.9,0.282
21491135,Eurasian Journal of Applied Linguistics,0,11,0.5,0.282
23995556,European Labour Law Journal,0,8,1.1,0.282
20319525,European Labour Law Journal,0,8,1.1,0.282
18069991,Horticultura Brasileira,0,28,0.7,0.282
01020536,Horticultura Brasileira,0,28,0.7,0.282
15337979,Information Resources Management Journal,1,46,1.1,0.282
10401628,Information Resources Management Journal,1,46,1.1,0.282
10408800,JOURNAL OF PROSTHETICS AND ORTHOTICS,0,40,0.4,0.282
25026429,Journal of Regional and City Planning,0,9,0.5,0.282
03507599,Journal of the Geographical Institute Jovan Cvijic SASA,1,9,1.2,0.282
18212808,Journal of the Geographical Institute Jovan Cvijic SASA,1,9,1.2,0.282
15666573,Legal Issues of Economic Integration,0,14,0.6,0.282
13689894,LOGIC JOURNAL OF THE IGPL,0,32,0.6,0.282
13670751,LOGIC JOURNAL OF THE IGPL,0,32,0.6,0.282
23097973,Noveishaya Istoriya Rossii-Modern History of Russia,0,7,0.1,0.282
22199659,Noveishaya Istoriya Rossii-Modern History of Russia,0,7,0.1,0.282
20408757,Nankai Business Review International,2,22,1.8,0.282
20408749,Nankai Business Review International,2,22,1.8,0.282
19442858,Poverty & Public Policy,0,17,1.0,0.282
25303791,Revista Interuniversitaria de Formacion del Profesorado-RIFOP,0,8,0.7,0.282
02138646,Revista Interuniversitaria de Formacion del Profesorado-RIFOP,0,8,0.7,0.282
15326349,STOCHASTIC MODELS,0,39,0.5,0.282
15324214,STOCHASTIC MODELS,0,39,0.5,0.282
10662936,Undersea and Hyperbaric Medicine,0,48,0.7,0.282
15626865,ACOUSTICAL PHYSICS,0,34,0.9,0.281
10637710,ACOUSTICAL PHYSICS,0,34,0.9,0.281
14684365,AMERICAN LITERARY HISTORY,0,35,0.6,0.281
08967148,AMERICAN LITERARY HISTORY,0,35,0.6,0.281
18729312,Artery Research,0,24,0.9,0.281
15812987,Bogoslovni Vestnik-Theological Quarterly-Ephemerides Theologicae,0,15,0.7,0.281
00065722,Bogoslovni Vestnik-Theological Quarterly-Ephemerides Theologicae,0,15,0.7,0.281
19402554,Computational Thermal Sciences,1,23,1.3,0.281
19402503,Computational Thermal Sciences,1,23,1.3,0.281
10964681,FIBER AND INTEGRATED OPTICS,1,30,2.3,0.281
01468030,FIBER AND INTEGRATED OPTICS,1,30,2.3,0.281
09756906,INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,0,22,1.0,0.281
00195200,INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,0,22,1.0,0.281
13090127,International Journal of Renewable Energy Research,1,42,1.0,0.281
10783458,Journal of Correctional Health Care,1,32,0.8,0.281
19405200,Journal of Correctional Health Care,1,32,0.8,0.281
15728560,JOURNAL OF EAST ASIAN LINGUISTICS,0,36,0.5,0.281
09258558,JOURNAL OF EAST ASIAN LINGUISTICS,0,36,0.5,0.281
19434618,Journal of Green Building,1,30,0.7,0.281
15526100,Journal of Green Building,1,30,0.7,0.281
17557518,Journal of Historical Research in Marketing,0,20,0.5,0.281
1755750X,Journal of Historical Research in Marketing,0,20,0.5,0.281
19492006,Journal of Singularities,0,12,0.4,0.281
14390264,ANATOMIA HISTOLOGIA EMBRYOLOGIA,1,41,0.8,0.281
03402096,ANATOMIA HISTOLOGIA EMBRYOLOGIA,1,41,0.8,0.281
13076175,Organic Communications,1,19,1.7,0.281
00367281,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,0,32,0.8,0.281
16642848,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,0,32,0.8,0.281
24754277,Statistical Theory and Related Fields,0,8,0.7,0.281
24754269,Statistical Theory and Related Fields,0,8,0.7,0.281
16484460,Transformations in Business & Economics,1,29,1.8,0.281
19986645,Vestnik Tomskogo Gosudarstvennogo Universiteta Filologiya-Tomsk State University Journal of Philology,0,7,0.2,0.281
23105046,Vestnik Tomskogo Gosudarstvennogo Universiteta Filologiya-Tomsk State University Journal of Philology,0,7,0.2,0.281
18980295,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,0,36,0.5,0.28
00015296,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,0,36,0.5,0.28
1833928X,Australasian Plant Disease Notes,0,21,0.6,0.28
23000929,Autex Research Journal,1,37,1.1,0.28
14709589,Autex Research Journal,1,37,1.1,0.28
10113924,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,1,32,1.3,0.28
1726801X,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,1,32,1.3,0.28
1947461X,California Archaeology,0,14,0.6,0.28
19474628,California Archaeology,0,14,0.6,0.28
14996642,Canadian Journal of Communication,0,13,0.8,0.28
07053657,Canadian Journal of Communication,0,13,0.8,0.28
18720218,Contemporary Islam-Dynamics of Muslim Life,1,25,1.0,0.28
18720226,Contemporary Islam-Dynamics of Muslim Life,1,25,1.0,0.28
17551676,Corpora,1,31,0.8,0.28
17495032,Corpora,1,31,0.8,0.28
23743832,Crop Forage & Turfgrass Management,0,15,0.8,0.28
20520573,Endocrinology Diabetes and Metabolism Case Reports,0,16,0.7,0.28
28231465,International Journal of Limnology,0,36,0.7,0.28
2169981X,Journal for Nurses in Professional Development,1,23,1.1,0.28
21699798,Journal for Nurses in Professional Development,1,23,1.1,0.28
23815892,Journal of Information Policy,1,12,1.0,0.28
21583897,Journal of Information Policy,1,12,1.0,0.28
00472565,JOURNAL OF MEDICAL PRIMATOLOGY,0,47,0.8,0.28
16000684,JOURNAL OF MEDICAL PRIMATOLOGY,0,47,0.8,0.28
24701394,Mitochondrial DNA Part A,1,21,1.1,0.28
24701408,Mitochondrial DNA Part A,1,21,1.1,0.28
20746857,Psychology in Russia-State of the Art,0,15,1.1,0.28
22130071,Respiratory Medicine Case Reports,0,25,0.8,0.28
19907931,Russian Journal of Physical Chemistry B,1,24,1.4,0.28
19907923,Russian Journal of Physical Chemistry B,1,24,1.4,0.28
10683739,Russian Meteorology and Hydrology,1,24,1.4,0.28
19348096,Russian Meteorology and Hydrology,1,24,1.4,0.28
0951631X,SOCIAL HISTORY OF MEDICINE,0,38,0.6,0.28
14774666,SOCIAL HISTORY OF MEDICINE,0,38,0.6,0.28
15376176,URSUS,0,47,0.6,0.28
20428928,World Review of Political Economy,0,5,0.5,0.28
2042891X,World Review of Political Economy,0,5,0.5,0.28
03539466,Acta Clinica Croatica,1,28,0.7,0.279
13339451,Acta Clinica Croatica,1,28,0.7,0.279
00034487,ANNALES MEDICO-PSYCHOLOGIQUES,0,26,0.5,0.279
17696631,ANNALES MEDICO-PSYCHOLOGIQUES,0,26,0.5,0.279
00039101,ARCHIV FUR GESCHICHTE DER PHILOSOPHIE,0,23,0.5,0.279
16130650,ARCHIV FUR GESCHICHTE DER PHILOSOPHIE,0,23,0.5,0.279
0068113X,Britannia,0,14,0.3,0.279
19926049,Critical Arts-South-North Cultural and Media Studies,1,21,1.1,0.279
02560046,Critical Arts-South-North Cultural and Media Studies,1,21,1.1,0.279
12120014,Geografie,0,27,0.9,0.279
21731071,IC-Revista Cientifica de Informacion y Comunicacion,0,4,0.3,0.279
16962508,IC-Revista Cientifica de Informacion y Comunicacion,0,4,0.3,0.279
14690268,International Journal of Computational Intelligence and Applications,1,23,0.8,0.279
17575885,International Journal of Computational Intelligence and Applications,1,23,0.8,0.279
14635240,International Journal of Health Promotion and Education,1,23,0.8,0.279
21649545,International Journal of Health Promotion and Education,1,23,0.8,0.279
20569459,International Journal of Masonry Research and Innovation,1,15,1.2,0.279
20569467,International Journal of Masonry Research and Innovation,1,15,1.2,0.279
03340082,INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,0,27,0.7,0.279
21910332,INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,0,27,0.7,0.279
17730597,JOURNAL FRANCAIS D OPHTALMOLOGIE,1,35,1.2,0.279
01815512,JOURNAL FRANCAIS D OPHTALMOLOGIE,1,35,1.2,0.279
1757191X,Journal of Gaming and Virtual Worlds,0,17,0.7,0.279
17571928,Journal of Gaming and Virtual Worlds,0,17,0.7,0.279
0718560X,Latin American Journal of Aquatic Research,0,35,0.8,0.279
17520843,Macroeconomics and Finance in Emerging Market Economies,1,14,1.1,0.279
17520851,Macroeconomics and Finance in Emerging Market Economies,1,14,1.1,0.279
23008423,Polish Journal of Otolaryngology,0,20,1.0,0.279
00306657,Polish Journal of Otolaryngology,0,20,1.0,0.279
18694179,Raumforschung und Raumordnung-Spatial Research and Planning,1,7,0.7,0.279
00340111,Raumforschung und Raumordnung-Spatial Research and Planning,1,7,0.7,0.279
03043479,RUSSIAN LITERATURE,0,8,0.3,0.279
18783678,RUSSIAN LITERATURE,0,8,0.3,0.279
1658354X,Saudi Journal of Anaesthesia,2,36,1.3,0.279
09753125,Saudi Journal of Anaesthesia,2,36,1.3,0.279
0722494X,TUEXENIA,1,19,1.1,0.279
13000527,TURKISH JOURNAL OF CHEMISTRY,1,53,1.3,0.279
2382624X,Water Economics and Policy,1,16,1.0,0.279
23826258,Water Economics and Policy,1,16,1.0,0.279
05135710,YONAGO ACTA MEDICA,1,24,0.9,0.279
13468049,YONAGO ACTA MEDICA,1,24,0.9,0.279
18646697,Zeitschrift fur Orthopadie und Unfallchirurgie,1,39,1.0,0.279
21633150,ALTERNATIVES,1,47,1.4,0.278
03043754,ALTERNATIVES,1,47,1.4,0.278
24739510,Case Studies in the Environment,0,9,0.8,0.278
10718443,CHELONIAN CONSERVATION AND BIOLOGY,1,36,0.9,0.278
00111619,CRITIQUE-STUDIES IN CONTEMPORARY FICTION,0,16,0.2,0.278
19399138,CRITIQUE-STUDIES IN CONTEMPORARY FICTION,0,16,0.2,0.278
17547083,Design and Culture,1,17,0.7,0.278
17547075,Design and Culture,1,17,0.7,0.278
10283358,DOKLADY PHYSICS,0,33,0.6,0.278
15626903,DOKLADY PHYSICS,0,33,0.6,0.278
18746284,East Asia,1,23,1.2,0.278
10966838,East Asia,1,23,1.2,0.278
21718695,FARMACIA HOSPITALARIA,1,27,1.0,0.278
11306343,FARMACIA HOSPITALARIA,1,27,1.0,0.278
13365266,Folia Oecologica,1,13,0.9,0.278
00173495,GRASAS Y ACEITES,1,56,1.0,0.278
19884214,GRASAS Y ACEITES,1,56,1.0,0.278
2052465X,INTERNATIONAL JOURNAL,2,28,3.1,0.278
00207020,INTERNATIONAL JOURNAL,2,28,3.1,0.278
21565570,International Journal of Advanced Computer Science and Applications,0,47,0.7,0.278
2158107X,International Journal of Advanced Computer Science and Applications,0,47,0.7,0.278
17411017,International Journal of Knowledge and Learning,0,23,0.9,0.278
17411009,International Journal of Knowledge and Learning,0,23,0.9,0.278
20426445,International Wood Products Journal,1,20,1.3,0.278
20426453,International Wood Products Journal,1,20,1.3,0.278
17494915,Journal for the Study of Religion Nature and Culture,0,11,0.4,0.278
17494907,Journal for the Study of Religion Nature and Culture,0,11,0.4,0.278
10637761,JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,0,62,1.0,0.278
10906509,JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,0,62,1.0,0.278
25160435,Journal of Patient Safety and Risk Management,0,14,0.6,0.278
25160443,Journal of Patient Safety and Risk Management,0,14,0.6,0.278
19955235,Journal of Transport and Supply Chain Management,1,9,1.1,0.278
23108789,Journal of Transport and Supply Chain Management,1,9,1.1,0.278
22104127,Language and Dialogue,0,14,0.8,0.278
22104119,Language and Dialogue,0,14,0.8,0.278
0024094X,LEONARDO,0,29,0.4,0.278
07182244,Magallania,0,21,0.8,0.278
17522366,NOMADIC PEOPLES,1,24,1.1,0.278
08227942,NOMADIC PEOPLES,1,24,1.1,0.278
23221674,Nursing and Midwifery Studies,1,9,0.8,0.278
23221488,Nursing and Midwifery Studies,1,9,0.8,0.278
02589346,Politikon,1,28,0.9,0.278
14701014,Politikon,1,28,0.9,0.278
13906291,Retos-Revista de Ciencias de la Administracion y Economia,1,9,1.5,0.278
13908618,Retos-Revista de Ciencias de la Administracion y Economia,1,9,1.5,0.278
13806645,Review of Derivatives Research,0,28,0.7,0.278
15737144,Review of Derivatives Research,0,28,0.7,0.278
20668279,Romanian Journal of Morphology and Embryology,1,38,1.2,0.278
12200522,Romanian Journal of Morphology and Embryology,1,38,1.2,0.278
19726325,TPM-Testing Psychometrics Methodology in Applied Psychology,1,28,0.7,0.278
26405237,Wound Management & Prevention,1,59,1.0,0.278
26405245,Wound Management & Prevention,1,59,1.0,0.278
16642880,ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,0,28,0.8,0.278
14224917,ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,0,28,0.8,0.278
26630583,Access to Justice in Eastern Europe,0,6,0.7,0.277
26630575,Access to Justice in Eastern Europe,0,6,0.7,0.277
16877977,Advances in Astronomy,1,34,1.6,0.277
16877969,Advances in Astronomy,1,34,1.6,0.277
22151354,Asia-Pacific Language Variation,0,6,0.2,0.277
22151362,Asia-Pacific Language Variation,0,6,0.2,0.277
0814723X,Australian and New Zealand Journal of Family Therapy,1,25,0.7,0.277
23737492,Feminist Media Histories,0,6,0.7,0.277
14664380,FEMINIST REVIEW,2,55,0.9,0.277
01417789,FEMINIST REVIEW,2,55,0.9,0.277
17451361,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,0,55,0.6,0.277
09168532,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,0,55,0.6,0.277
17428297,International Journal of Exergy,1,37,1.1,0.277
17428300,International Journal of Exergy,1,37,1.1,0.277
19423896,International Journal of Gaming and Computer-Mediated Simulations,1,22,0.7,0.277
19423888,International Journal of Gaming and Computer-Mediated Simulations,1,22,0.7,0.277
00207284,INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,0,32,1.0,0.277
19432836,INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,0,32,1.0,0.277
00917710,JOURNAL OF ANTHROPOLOGICAL RESEARCH,1,43,1.0,0.277
21533806,JOURNAL OF ANTHROPOLOGICAL RESEARCH,1,43,1.0,0.277
18224199,Journal of Environmental Engineering and Landscape Management,1,33,1.0,0.277
16486897,Journal of Environmental Engineering and Landscape Management,1,33,1.0,0.277
15563693,Journal of Forensic Nursing,1,29,1.0,0.277
22517871,Journal of Nanostructures,1,19,1.4,0.277
2251788X,Journal of Nanostructures,1,19,1.4,0.277
16995198,Nutricion Hospitalaria,1,64,1.2,0.277
02121611,Nutricion Hospitalaria,1,64,1.2,0.277
07380577,OCCUPATIONAL THERAPY IN HEALTH CARE,1,29,0.9,0.277
15413098,OCCUPATIONAL THERAPY IN HEALTH CARE,1,29,0.9,0.277
23450037,Organizations and Markets in Emerging Economies,1,10,0.9,0.277
20294581,Organizations and Markets in Emerging Economies,1,10,0.9,0.277
19830807,RBGN-Revista Brasileira de Gestao de Negocios,1,20,0.7,0.277
18064892,RBGN-Revista Brasileira de Gestao de Negocios,1,20,0.7,0.277
10371656,Rural Society,1,30,1.1,0.277
00371998,SEMIOTICA,0,42,0.9,0.277
16133692,SEMIOTICA,0,42,0.9,0.277
22223436,South African Journal of Economic and Management Sciences,1,26,1.2,0.277
10158812,South African Journal of Economic and Management Sciences,1,26,1.2,0.277
15210758,ULTRASTRUCTURAL PATHOLOGY,1,46,1.1,0.277
01913123,ULTRASTRUCTURAL PATHOLOGY,1,46,1.1,0.277
12178837,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,0,28,0.6,0.276
15935213,ANNALS OF GEOPHYSICS,1,69,1.2,0.276
2037416X,ANNALS OF GEOPHYSICS,1,69,1.2,0.276
01782312,AT-Automatisierungstechnik,0,29,0.7,0.276
2196677X,AT-Automatisierungstechnik,0,29,0.7,0.276
08876274,Clinical Nurse Specialist,1,37,1.1,0.276
15389782,Clinical Nurse Specialist,1,37,1.1,0.276
12622788,Comptabilite Controle Audit,0,10,0.5,0.276
18639135,Fundamental and Applied Limnology,0,70,0.9,0.276
10757015,GEOLOGY OF ORE DEPOSITS,0,30,0.8,0.276
15556476,GEOLOGY OF ORE DEPOSITS,0,30,0.8,0.276
00167932,GEOMAGNETISM AND AERONOMY,0,30,0.7,0.276
1555645X,GEOMAGNETISM AND AERONOMY,0,30,0.7,0.276
21939004,IZA Journal of Labor Policy,1,25,0.9,0.276
18102328,Journal of Engineering Thermophysics,1,27,1.3,0.276
19905432,Journal of Engineering Thermophysics,1,27,1.3,0.276
20892063,Jurnal Manajemen Hutan Tropika,0,11,0.4,0.276
20870469,Jurnal Manajemen Hutan Tropika,0,11,0.4,0.276
17449359,Management & Organizational History,1,28,0.8,0.276
17449367,Management & Organizational History,1,28,0.8,0.276
14778599,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,1,49,0.8,0.276
13196138,Neurosciences,1,29,1.2,0.276
0030851X,PACIFIC AFFAIRS,1,44,1.4,0.276
23864885,Revista de Educacion y Derecho-Educational and Law Review,0,5,0.5,0.276
2013584X,Revista de Educacion y Derecho-Educational and Law Review,0,5,0.5,0.276
10297073,SABRAO Journal of Breeding and Genetics,1,21,1.6,0.276
18089798,South American Journal of Herpetology,1,15,0.7,0.276
13364561,WOOD RESEARCH,0,28,0.9,0.276
19099711,Acta Colombiana de Psicologia,0,17,0.7,0.275
01239155,Acta Colombiana de Psicologia,0,17,0.7,0.275
13467565,Acta Phytotaxonomica et Geobotanica,0,8,0.3,0.275
21897042,Acta Phytotaxonomica et Geobotanica,0,8,0.3,0.275
09762361,Contemporary Clinical Dentistry,1,37,0.9,0.275
0976237X,Contemporary Clinical Dentistry,1,37,0.9,0.275
17582091,International Journal of Global Warming,1,28,1.0,0.275
17582083,International Journal of Global Warming,1,28,1.0,0.275
1793690X,International Journal of Wavelets Multiresolution and Information Processing,1,30,0.9,0.275
02196913,International Journal of Wavelets Multiresolution and Information Processing,1,30,0.9,0.275
08937400,JAAPA-Journal of the American Academy of Physician Assistants,1,27,0.8,0.275
15471896,JAAPA-Journal of the American Academy of Physician Assistants,1,27,0.8,0.275
00235954,KYBERNETIKA,0,41,0.9,0.275
14645181,Liquid Crystals Today,2,19,0.7,0.275
1358314X,Liquid Crystals Today,2,19,0.7,0.275
20000669,NORDIC PULP & PAPER RESEARCH JOURNAL,1,54,0.9,0.275
02832631,NORDIC PULP & PAPER RESEARCH JOURNAL,1,54,0.9,0.275
18626599,Obere Extremitaet-Schulter-Ellenbogen-Hand-Upper Extremity-Shoulder Elbow Hand,0,14,0.5,0.275
10681302,POWDER METALLURGY AND METAL CERAMICS,0,28,0.9,0.275
15739066,POWDER METALLURGY AND METAL CERAMICS,0,28,0.9,0.275
14345196,Rechtsmedizin,0,24,0.4,0.275
09379819,Rechtsmedizin,0,24,0.4,0.275
0716078X,REVISTA CHILENA DE HISTORIA NATURAL,1,45,1.3,0.275
07176317,REVISTA CHILENA DE HISTORIA NATURAL,1,45,1.3,0.275
02102412,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilidad,1,22,0.9,0.275
23320753,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilidad,1,22,0.9,0.275
22211268,South African Journal of Clinical Nutrition,1,27,0.8,0.275
16070658,South African Journal of Clinical Nutrition,1,27,0.8,0.275
18812198,Tribology Online,1,19,0.9,0.275
09491775,ACCREDITATION AND QUALITY ASSURANCE,0,44,0.8,0.274
14320517,ACCREDITATION AND QUALITY ASSURANCE,0,44,0.8,0.274
14657260,American Law and Economics Review,0,38,1.0,0.274
14657252,American Law and Economics Review,0,38,1.0,0.274
18479375,Business Systems Research Journal,1,15,1.2,0.274
21674825,Current Radiology Reports,0,22,1.3,0.274
0930343X,EUROPEAN JOURNAL OF PLASTIC SURGERY,0,28,0.6,0.274
14350130,EUROPEAN JOURNAL OF PLASTIC SURGERY,0,28,0.6,0.274
18253997,European Transport-Trasporti Europei,0,25,0.7,0.274
03630269,HEMOGLOBIN,1,44,1.2,0.274
1532432X,HEMOGLOBIN,1,44,1.2,0.274
17460689,International Journal of Osteopathic Medicine,1,29,1.1,0.274
18780164,International Journal of Osteopathic Medicine,1,29,1.1,0.274
20770227,Investment Analysts Journal,1,21,1.2,0.274
10293523,Investment Analysts Journal,1,21,1.2,0.274
15830039,JOURNAL FOR THE STUDY OF RELIGIONS AND IDEOLOGIES,0,14,0.4,0.274
2212182X,Journal of International Arbitration,0,6,0.4,0.274
02558106,Journal of International Arbitration,0,6,0.4,0.274
18622984,Journal of Mathematical Cryptology,0,19,0.5,0.274
18622976,Journal of Mathematical Cryptology,0,19,0.5,0.274
00085030,Canadian Society of Forensic Science Journal,0,22,0.2,0.274
23321660,Canadian Society of Forensic Science Journal,0,22,0.2,0.274
00260452,META,0,40,1.1,0.274
22713654,Metallurgical Research & Technology,1,27,0.9,0.274
22713646,Metallurgical Research & Technology,1,27,0.9,0.274
13532944,Modern Italy,0,21,0.4,0.274
14699877,Modern Italy,0,21,0.4,0.274
15327892,Multicultural Perspectives,0,23,0.5,0.274
15210960,Multicultural Perspectives,0,23,0.5,0.274
